TIC ID,CTOI,MASTER,SG1A,SG1B,SG2,SG3,SG4,SG5,User Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM RA (mas/yr).1,Midpoint (BJD),Midpoint err,Period (days),Period (days) Error,Depth mmag,Depth mmag Error,Depth ppm,Depth ppm Error,Duration (hrs),Duration (hrs) Error,Inclination (deg),Inclination (deg) Error,Impact Param,Impact Param Error,Rad_p/Rad_s,Rad_p/Rad_s Error,a/Rad_s,a/Rad_s Error,Radius (R_Earth),Radius (R_Earth) Error,Mass (M_Earth),Mass (M_Earth) Error,Insolation (Earth Flux),Insolation (Earth Flux) Error,Equilibrium Temp (K),Equilibrium Temp (K) Error,Fitted Stellar Density (g/cm^3),Fitted Stellar Density (g/cm^3) Error,Semi-Major Axis (AU),Semi-Major Axis (AU) Error,Eccentricity,Eccentricity (Error),Arg of Periastron,Arg of Periastron Error,Time of Periastron (BJD),Time of Periastron (BJD) Error,Velocity Semi-amp (m/s),Velocity Semi-amp (m/s) Error,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,CTOI lastmod,User,Group,Tag,Notes
39018208,39018208.01,,,,,,,,PC,,11.1032,0.006,12.089468,-66.160258,-2.821,0.042,3.22,0.037000000000000005,2458327.9262,,6.6458330000000005,,6007.623652,,996046.784046854,,2.93333333333333,,,,,,,,,,10.5341899780203,,,,,,,,,,,,,,,,,,,,399.55199999999996,3.6405,6081.5,116.22399999999999,4.08411,0.07719619999999999,1.60484,0.0737939,2019-06-06 03:40:31,lipponen,,3787,sector1
39018208,39018208.02,,,,,,,,PC,,11.1032,0.006,12.089468,-66.160258,-2.821,0.042,3.22,0.037000000000000005,2458331.1013,,6.660417,,3933.9761740000004,,973306.253579002,,2.2333333333333303,,,,,,,,,,27.3735196484059,,,,,,,,,,,,,,,,,,,,399.55199999999996,3.6405,6081.5,116.22399999999999,4.08411,0.07719619999999999,1.60484,0.0737939,2019-06-06 03:40:31,lipponen,,3787,sector1
41896812,41896812.01,,,,,,,,PC,,10.7553,0.006999999999999999,21.443316,-39.936292,29.155,0.035,-2.636,0.042,2458354.2466,,1.259028,,68.700437,,61315.1141578699,,3.46666666666667,,,,,,,,,,48.1217279577235,,,,,,,,,,,,,,,,,,,,388.085,4.926,6114.0,138.455,3.9971300000000003,0.0817107,1.7816400000000001,0.0845278,2019-12-29 08:24:43,lipponen,,8409,new CTOI
41896812,41896812.02,,,,,,,,PC,,10.7553,0.006999999999999999,21.443316,-39.936292,29.155,0.035,-2.636,0.042,2458354.8619,,1.2631940000000002,,440.260195,,333353.010667622,,3.43333333333333,,,,,,,,,,112.204334424375,,,,,,,,,,,,,,,,,,,,388.085,4.926,6114.0,138.455,3.9971300000000003,0.0817107,1.7816400000000001,0.0845278,2019-12-29 08:24:43,lipponen,,8409,new CTOI
46029346,46029346.01,,,,,,,,PC,,11.7803,0.006,131.826478,-57.190515000000005,-8.353,0.049,2.456,0.045,2458545.00952228,0.00295224,1.38134931,0.00030061,49.900622999999996,33.037085,44920.0,29970.0,1.5119999999999998,0.353,82.9,4.8,0.7979999999999999,0.5820000000000001,0.21169000000000002,0.09997,6.47,1.77,25.45,12.08,,,,,,,,,,,,,,,,,,,359.347,3.3135,6089.0,133.91299999999998,4.41046,0.08337910000000001,1.10219,0.053404599999999997,2020-01-03 11:21:12,bouma,tfopwg,8521,"Cand HJ, Theia 163 member (60 Myr; KC19). Deep transit. Multisector."
49678165,49678165.01,,,,,,,,PC,,12.9993,0.006999999999999999,351.517489,-10.623807000000001,158.953,0.14400000000000002,8.092,0.1,24581371.1945,0.0038,35.64,32.19,,,,,,,90.0,0.36,,,0.1,0.01,74.13,64.74,3.02,0.21,,,0.3,0.3,,,,,,,,,,,,,,,39.2716,0.12275,3064.0,157.0,4.94194,0.00769985,0.285641,0.00854479,2019-02-21 16:01:33,christiansen,,2163,Planet candidates identified in https://arxiv.org/pdf/1812.08145.pdf
50380257,50380257.01,,,,,,,,PC,,9.237701,0.006,32.980774,-72.678776,41.405,0.047,30.072,0.054000000000000006,2458326.9463,,1.348611,,5502.734388,,993706.29699585,,2.6666666666666696,,,,,,,,,,12.808713444224601,,,,,,,,,,,,,,,,,,,,185.952,0.9555,6623.0,137.864,4.21473,0.087915,1.52467,0.06417590000000001,2019-05-25 09:17:28,lipponen,,3787,sector1
52079677,52079677.01,,,,,,,,PC,,11.9028,0.006,17.304042000000003,-67.918963,7.3229999999999995,0.049,-1.0590000000000002,0.035,2458338.2539,,9.034722,,3677.3807850000003,,966189.804175897,,3.8333333333333304,,,,,,,,,,23.0811482715344,,,,,,,,,,,,,,,,,,,,588.257,9.0225,6001.0,124.324,4.04875,0.080608,1.6493799999999998,0.0803015,2019-05-12 09:25:49,lipponen,,3542,firstBulkUpload
52079677,52079677.02,,,,,,,,PC,,11.9028,0.006,17.304042000000003,-67.918963,7.3229999999999995,0.049,-1.0590000000000002,0.035,2458333.833,,9.041667,,5022.030889,,990200.86717492,,3.5,,,,,,,,,,12.4258867191573,,,,,,,,,,,,,,,,,,,,588.257,9.0225,6001.0,124.324,4.04875,0.080608,1.6493799999999998,0.0803015,2019-05-12 09:25:49,lipponen,,3542,firstBulkUpload
53682439,53682439.01,4.0,4.0,3.0,4.0,4.0,4.0,4.0,PC,PC,15.3426,0.006999999999999999,103.310506,-27.179130999999998,-1.6569999999999998,0.069,4.581,0.081,2458492.0882824035,0.0013689692132174967,0.6413456209562327,6.495969016478975e-05,55.401545999999996,28.653385999999998,49746.710746377306,26045.551547798485,1.249975883663664,0.2658076361278069,81.13600234310084,7.186897209807711,0.642938838109815,0.534483478812983,0.22303970665865147,0.08257267907627833,4.172500915475819,0.8767694030437032,19.473929083644226,5.842178725093268,,,,,,,,,,,,,,,,,,,489.416,12.177999999999999,3725.0,122.0,4.379569999999999,,0.800462,,2019-10-05 04:24:56,bouma,tfopwg,5722,"Zari+18 pre-MS dwarf, w/ cand close-in giant planet (else EB). ~4% amplitude spot signal. (CDIPS; Bouma+19)"
55404385,55404385.01,,,,,,,,PC,,6.6081,0.006,78.013178,-65.17545600000001,40.091,0.046,58.908,0.059000000000000004,2458326.8029,,2.95,,2541.134889,,903717.7913062441,,3.2666666666666697,,,,,,,,,,63.696266318294,,,,,,,,,,,,,,,,,,,,61.8944,0.08765,6562.0,116.523,4.1170599999999995,0.0858952,1.6876200000000001,0.0693668,2019-06-06 03:40:31,lipponen,,3787,sector1
55404385,55404385.02,,,,,,,,PC,,6.6081,0.006,78.013178,-65.17545600000001,40.091,0.046,58.908,0.059000000000000004,2458328.2751,,2.951389,,3622.949497,,964451.588308822,,3.03333333333333,,,,,,,,,,38.7035725369134,,,,,,,,,,,,,,,,,,,,61.8944,0.08765,6562.0,116.523,4.1170599999999995,0.0858952,1.6876200000000001,0.0693668,2019-06-06 03:40:31,lipponen,,3787,sector1
55497281,55497281.01,,,,,,,,PC,,7.1979999999999995,0.006,71.718168,-60.602964,49.528,0.065,130.922,0.084,2458330.8973,,14.902779999999998,,1276.02923,,691263.264402461,,8.33333333333333,,,,,,,,,,97.24955077836358,,,,,,,,,,,,,,,,,,,,65.9713,0.1256,6135.0,125.015,4.13736,0.0808893,1.5225799999999998,0.0687437,2019-05-12 09:25:49,lipponen,,3542,firstBulkUpload
55524055,55524055.01,,,,,,,,PC,,11.8378,0.006,72.053545,-63.69539399999999,32.841,0.047,27.794,0.057999999999999996,2458325.3863,,2.6486110000000003,,1941.4380079999999,,832727.40401457,,1.9333333333333302,,,,,,,,,,35.357360745518896,,,,,,,,,,,,,,,,,,,,186.412,0.9245,4978.42,136.607,4.60755,0.0954136,0.74502,0.052329099999999996,2019-06-06 03:40:31,lipponen,,3787,sector1
55524055,55524055.02,,,,,,,,PC,,11.8378,0.006,72.053545,-63.69539399999999,32.841,0.047,27.794,0.057999999999999996,2458326.7141,,2.6486110000000003,,3211.807296,,948086.8858992971,,2.0,,,,,,,,,,19.6972674534673,,,,,,,,,,,,,,,,,,,,186.412,0.9245,4978.42,136.607,4.60755,0.0954136,0.74502,0.052329099999999996,2019-06-06 03:40:31,lipponen,,3787,sector1
55659311,55659311.01,,,,,,,,PC,,9.7909,0.006,74.11749300000001,-64.487392,16.7,3.0,32.2,2.8,2458333.2503,,,,1723.701789,,795581.929624859,,11.666666666666698,,,,,,,,,,69.1666758509751,,,,,,,,,,,,,,,,,,,,224.174,,6351.0,,,,1.40249,,2019-05-25 09:17:28,lipponen,,3787,sector1
55659311,55659311.02,,,,,,,,PC,,9.7909,0.006,74.11749300000001,-64.487392,16.7,3.0,32.2,2.8,2458347.4712,,,,2457.4673,,896004.8513253779,,10.0333333333333,,,,,,,,,,49.3337128741899,,,,,,,,,,,,,,,,,,,,224.174,,6351.0,,,,1.40249,,2019-05-25 09:17:28,lipponen,,3787,sector1
59859387,59859387.01,,,,,,,,PC,,10.2761,0.006,110.369675,-45.567737,-9.997,0.042,11.584000000000001,0.048,2458492.61762789,0.003662206698209047,1.1203692090387507,0.0003644502502682112,1.499692,0.11555399999999999,1380.3142476628366,106.42372685993868,1.7759963361283315,0.4783491759601486,83.95835150538771,6.241174691578492,0.4739456001204265,0.4980215025295313,0.03715258063261335,0.002025510413016879,4.502988028869415,0.9545794034858104,5.976053955550514,0.40878742579249583,,,,,,,,,,,,,,,,,,,294.281,2.1790000000000003,6778.0,134.572,4.26205,0.09034489999999999,1.4746700000000001,0.060924599999999995,2019-09-18 09:12:28,bouma,tfopwg,5723,Cand super neptune in Alessi 3 OC (CG18).  (CDIPS; Bouma+19)
63698669,63698669.01,,,,,,,,PC,,9.9312,0.006,5.165323,-33.984476,67.063,0.062,-13.027000000000001,0.047,2458364.61,0.05,0.0,,1.086279,0.543004,1000.0,500.0,7.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.4697,0.375,5431.0,124.824,4.61475,0.08043960000000001,0.795285,0.042407099999999996,2020-01-16 02:17:22,eisner,,15800,Planethunters-TESS candidate. Single Transit
70442570,70442570.01,,,,,,,,PC,,5.6605,0.006999999999999999,339.714464,-33.081281,4.04,0.306,15.472999999999999,0.222,2458343.6802,,11.52708,,2152.379319,,862263.7444585359,,10.7,,,,,,,,,,152.594347979128,,,,,,,,,,,,,,,,,,,,114.53,2.095,9376.0,268.533,3.82705,0.0747892,3.11744,0.13584000000000002,2019-06-06 03:40:31,lipponen,,3787,sector1
70442570,70442570.02,,,,,,,,PC,,5.6605,0.006999999999999999,339.714464,-33.081281,4.04,0.306,15.472999999999999,0.222,2458335.7148,,11.50486,,3411.2373979999998,,956797.8817890841,,8.6,,,,,,,,,,85.4607760463182,,,,,,,,,,,,,,,,,,,,114.53,2.095,9376.0,268.533,3.82705,0.0747892,3.11744,0.13584000000000002,2019-06-06 03:40:31,lipponen,,3787,sector1
78740218,78740218.01,,,,,,,,PC,,11.9019,0.006999999999999999,103.112741,-22.310554,180.114,0.047,-105.69200000000001,0.075,2458472.19683,0.00237,2.5601540000000003,0.0008759999999999999,,,0.0,0.0,0.094,0.002,89.96,0.9,0.006999999999999999,0.14800000000000002,0.0772,0.002,9.4,0.2,4.11,0.17,,,34.0,2.8,672.5,13.9,,,0.03,0.0001,0.0,0.0,,,,,,,58.438,0.17945,3455.0,157.0,4.74613,0.0078827,0.490046,0.0146733,2019-06-10 08:50:14,cloutier,,4046,new CTOI from ORION (https://arxiv.org/abs/1812.08145)
91369561,91369561.01,,,,,,,,PC,,10.9545,0.006,312.56831,-42.217968,5.167000000000001,0.087,-5.723,0.057999999999999996,2458325.4969,,0.07708333,,9.375207000000001,,8597.711456192541,,1.4333333333333302,,,,,,,,,,17.221951461617,,,,,,,,,,,,,,,,,,,,936.456,54.7305,7104.75,109.03399999999999,3.6456,0.100164,3.13013,0.22745700000000002,2019-06-22 00:19:17,lipponen,,3787,sector1
91369561,91369561.02,,,,,,,,PC,,10.9545,0.006,312.56831,-42.217968,5.167000000000001,0.087,-5.723,0.057999999999999996,2458326.3872,,3.9930559999999997,,83.467735,,73995.9075041421,,7.43333333333333,,,,,,,,,,50.5236570317272,,,,,,,,,,,,,,,,,,,,936.456,54.7305,7104.75,109.03399999999999,3.6456,0.100164,3.13013,0.22745700000000002,2019-06-22 00:19:17,lipponen,,3787,sector1
91369561,91369561.03,,,,,,,,PC,,10.9545,0.006,312.56831,-42.217968,5.167000000000001,0.087,-5.723,0.057999999999999996,2458328.3775,,3.9923610000000003,,760.264021,,503528.42154897604,,11.266666666666698,,,,,,,,,,131.796210280039,,,,,,,,,,,,,,,,,,,,936.456,54.7305,7104.75,109.03399999999999,3.6456,0.100164,3.13013,0.22745700000000002,2019-06-22 00:19:17,lipponen,,3787,sector1
91987762,91987762.01,,,,,,,,PC,,7.4098,0.006,144.5553,23.546746,-64.433,0.106,-41.485,0.09300000000000001,2458894.255,0.02,0.0,,3.262104,0.217169,3000.0,200.0,4.7,0.5,,,,,,,,,9.5,2.0,,,,,,,,,,,,,,,,,,,79.6682,0.44,6303.91,141.811,4.11765,0.0924486,1.6103399999999999,0.079598,2020-03-23 07:42:57,eisner,,18187,Planet Hunters TESS candidate. Single transit event.
92349924,92349924.01,,,,,,,,PC,,10.8199,0.006,313.659442,-32.123248,-9.857000000000001,0.09300000000000001,0.166,0.061,2458325.6681,,8.800694,,21.003410000000002,,19158.9448610857,,2.6666666666666696,,,,,,,,,,32.9916865082824,,,,,,,,,,,,,,,,,,,,399.98699999999997,9.6705,6334.65,110.402,3.9915300000000005,0.08083960000000001,1.8695,0.0865728,2019-06-22 00:19:17,lipponen,,3787,sector1
92349924,92349924.02,,,,,,,,PC,,10.8199,0.006,313.659442,-32.123248,-9.857000000000001,0.09300000000000001,0.166,0.061,2458330.3819,,,,4.197082,,3858.1931383113792,,2.36666666666667,,,,,,,,,,14.805078187056198,,,,,,,,,,,,,,,,,,,,399.98699999999997,9.6705,6334.65,110.402,3.9915300000000005,0.08083960000000001,1.8695,0.0865728,2019-06-22 00:19:17,lipponen,,3787,sector1
92349924,92349924.03,,,,,,,,PC,,10.8199,0.006,313.659442,-32.123248,-9.857000000000001,0.09300000000000001,0.166,0.061,2458352.9426,,,,8.380346000000001,,7688.8717156105,,0.9,,,,,,,,,,20.9001802021717,,,,,,,,,,,,,,,,,,,,399.98699999999997,9.6705,6334.65,110.402,3.9915300000000005,0.08083960000000001,1.8695,0.0865728,2019-06-22 00:19:17,lipponen,,3787,sector1
92444219,92444219.01,,,,,,,,PC,,12.0598,0.006999999999999999,314.40854900000005,-34.272627,189.43,2.0,-195.3,2.0,2458342.4729,0.0037,39.52,31.27,,,,,,,89.99,0.41,,,0.07,0.0,49.71,37.71,3.07,0.14,,,0.5,0.45,,,,,,,,,,,,,,,63.2953,,3329.0,157.0,4.84746,0.00287032,0.37761500000000003,0.0119765,2019-02-21 16:04:24,christiansen,,2163,Planet candidates identified in https://arxiv.org/pdf/1812.08145.pdf
92594505,92594505.01,,,,,,,,PC,,8.043,0.006,315.469491,-33.484986,-42.288000000000004,0.07,8.771,0.057999999999999996,2458328.043,,22.86875,,88.664622,,78417.6447394755,,4.66666666666667,,,,,,,,,,71.88042022410629,,,,,,,,,,,,,,,,,,,,151.815,1.1655,6302.0,130.618,3.7567,0.0918392,2.44003,0.12318599999999999,2019-06-22 00:19:17,lipponen,,3787,sector1
92896631,92896631.01,,,,,,,,PC,,10.9191,0.006,129.246017,-50.390976,-13.234000000000002,0.053,7.502000000000001,0.053,2458533.95909795,0.00223163,5.63925167,0.00116151,40.393240000000006,14.658226999999998,36520.0,13410.0,3.674,0.41600000000000004,81.3,0.9,1.042,0.125,0.19105,0.0496,6.88,0.39,36.53,9.62,,,,,,,,,,,,,,,,,,,396.254,4.6095,6712.0,140.339,4.10594,0.0869842,1.7528,0.078196,2020-01-03 11:21:12,bouma,tfopwg,8521,"Cand WJ, Vela OB2 pop2 (<50Myr CG19)."
93275779,93275779.01,,,,,,,,PC,,14.9642,0.008,129.94368,-52.321115,-24.22,0.11599999999999999,23.521,0.134,2458518.35200685,0.00390611,0.91353479,0.00023601,26.108504,7.003825,23760.0,6430.0,2.25,0.47,76.6,9.4,0.6920000000000001,0.508,0.15414,0.0295,2.99,0.75,6.28,1.22,,,,,,,,,,,,,,,,,,,149.744,1.4609999999999999,3232.0,157.0,4.85156,0.0023788,0.373267,0.011721299999999999,2020-01-03 11:21:12,bouma,tfopwg,8521,"Cand super-Neptune, IC2391 (~80Myr; CG18). PMS M dwarf; faint."
100029948,100029948.01,,,,,,,,PC,,11.6254,0.006,23.426512,-43.822959999999995,34.639,0.035,34.699,0.044000000000000004,2458355.5603,,2.777778,,362.50152,,283857.592619484,,3.2666666666666697,,,,,,,,,,66.96351340996101,,,,,,,,,,,,,,,,,,,,309.6,2.844,5486.0,127.675,4.29723,0.0804937,1.15226,0.059638199999999995,2019-12-29 08:24:43,lipponen,,8409,new CTOI
100029948,100029948.02,,,,,,,,PC,,11.6254,0.006,23.426512,-43.822959999999995,34.639,0.035,34.699,0.044000000000000004,2458356.952,,2.775,,662.6810820000001,,456840.26571407204,,3.0,,,,,,,,,,84.95132598591559,,,,,,,,,,,,,,,,,,,,309.6,2.844,5486.0,127.675,4.29723,0.0804937,1.15226,0.059638199999999995,2019-12-29 08:24:43,lipponen,,8409,new CTOI
