TIC ID,TOI,Previous CTOI,Master,SG1A,SG1B,SG2,SG3,SG4,SG5,ACWG,TESS Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,Planet Name,Planet Num,Source,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM Dec err (mas/yr),Epoch (BJD),Epoch (BJD) err,Period (days),Period (days) err,Duration (hours),Duration (hours) err,Depth (mmag),Depth (mmag) err,Depth (ppm),Depth (ppm) err,Planet Radius (R_Earth),Planet Radius (R_Earth) err,Planet Insolation (Earth Flux),Planet Equil Temp (K),Planet SNR,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,Stellar Metallicity, Stellar Metallicity err,Sectors,Date TOI Alerted (UTC),Date TOI Edited (UTC),Date Modified,Comments
47425697,364.01,,2,5,5,5,4,2,4,5,PC,,10.4913,0.007,,1,qlp,22:49:01.48,-24:57:33.46,13.7,2.8,-11.7,2.5,2458354.469482,0.00517,0.49393,0.00018,0.89,0.395,0.4961,0.010861,456.821014,456.821014,,,3850.340088,2194,10,265.729,,6016,375.299988,4.28,0.16,,,0.12,0.12,2,2018-09-28 18:08:58,2019-12-17 15:43:32,2020-01-16 02:34:07,a little v-shaped; possible EB
118586896,365.01,,1,4,1,3,2,4,4,5,PC,,13.2642,0.006,,1,qlp,00:43:41.37,-38:02:35.57,12.306,0.036,-10.616,0.029,2458365.973389,0.00173,12.10588,0.00208,3.393,0.157,76.138276,1.155045,67723.601562,67723.601562,37.316399,4.7858,96.670799,873,41,821.517,20.972,5813,80.400002,4.36,,1.3,0.04,,,2,2018-10-03 02:14:37,2019-12-17 15:43:32,2020-01-16 02:34:07,likely EB; V-shaped
251878904,366.01,,3,4,3,3,1,4,4,5,PC,,13.5477,0.006,,1,qlp,00:38:46.1,-34:12:53.67,17.581,0.036,-0.825,0.029,2458354.48291,0.00494,1.70429,0.00049,1.933,0.588,8.315835,0.077246,7629.910156,7629.910156,12.9193,1.28779,979.869019,1558,13,841.958,19.0435,5414,67,,,1.34,0.03,,,2,2018-10-03 02:14:37,2019-12-17 15:43:32,2020-01-16 02:34:07,too faint
77031413,368.01,,3,5,5,3,5,4,4,5,PC,KP,11.4996,0.006,,1,qlp,23:36:40.95,-34:36:42.81,87.467,0.062,-8.832,0.064,2458355.195312,0.0003,1.38665,3E-05,2.289,0.042,23.616455,0.001821,21516.699219,21516.699219,15.4398,0.680054,1237.219971,1652,192,233.586,2.2405,5365,118.300003,,,0.96,0.04,,,2,2018-10-02 01:49:34,2019-12-17 15:43:32,2020-01-16 02:34:07,two stars in the same pixel;
175482273,369.01,,3,4,3,3,2,4,4,5,PC,,9.1692,0.008,,1,qlp,23:24:55.06,-38:09:38.85,43.25,2,-2.91,2,2458354.345459,0.00064,5.46349,0.00032,2.973,0.259,3.511656,0.000871,3229.129883,3229.129883,,,373.911011,,73,126.36,,6228,,,,,,,,2,2018-09-28 18:09:02,2019-12-17 15:43:32,2020-01-16 02:34:07,PC (star radius 1.70); Simbad says it's a known double. Gaia did not have a second star at the same coordinate.
251855940,370.01,,3,4,3,3,1,4,4,1,PC,,13.5134,0.006,,1,qlp,00:34:38.32,-32:09:59.68,1.397,0.041,-11.595,0.028,2458354.289795,0.00112,4.04655,0.00038,2.993,0.292,27.063826,0.02355,24618.599609,24618.599609,18.167999,0.562415,403.81601,1248,52,748.227,16.246,5817,25.5,4.35,,1.05,0.01,,,2,2018-10-03 02:14:37,2019-12-17 15:43:32,2020-01-16 02:34:07,
156016136,371.01,,3,4,3,3,4,4,4,5,PC,,12.6635,0.006,,1,qlp,00:35:41.74,-50:19:01.08,12.081,0.018,2.615,0.019,2458357.437378,0.00297,3.4805,0.00073,2.24,0.183,5.18124,0.007232,4760.72998,4760.72998,6.77791,0.327423,236.419006,1092,14,383.318,2.2245,5430.5,83.400002,4.41,2,0.89,0.03,,,2,2018-10-03 02:14:37,2019-12-17 15:43:32,2020-01-16 02:34:07,
9032368,373.01,,3,5,5,3,4,4,4,5,PC,,13.2889,0.007,,1,qlp,23:43:36.46,-11:16:10.45,11.261,0.078,-17.047,0.047,2458355.679443,0.00364,1.632,0.00042,1.466,0.341,6.186353,0.023294,5681.640137,5681.640137,9.26982,0.696877,771.468018,1468,13,741.257,20.804,5930.5,129.899994,4.35,,1.12,0.05,,,2,2018-10-02 01:49:34,2019-12-17 15:43:32,2020-01-16 02:34:07,target is likely 9032367 (still possible to be a planet);
183675732,374.01,,3,4,3,3,2,4,4,5,PC,,12.9998,0.006,,1,qlp,23:52:54.59,-41:42:01.68,1.938,0.025,2.955,0.029,2458356.62207,0.00294,5.4823,0.0015,3.914,0.225,7.986007,0.005054,7328.399902,7328.399902,11.8498,0.404921,355.765015,1209,22,702.626,11.2775,5788,66.5,4.36,,1.26,0.03,,,2,2018-10-03 02:14:37,2019-12-17 15:43:32,2020-01-16 02:34:07,
280097543,375.01,,1,4,1,3,2,4,4,5,PC,,10.4471,0.006,,1,qlp,03:08:35.98,-77:22:59.98,-4.791,0.039,-4.28,0.039,2458329.297363,0.01149,9.44859,0.00358,10.058,1.046,0.628723,0.001325,578.90802,578.90802,8.16152,0.475387,522.497009,1331,10,396.213,3.3565,4939.799805,90.699997,3.52,0.12,3.08,0.11,0,0.1,2,2018-09-29 02:24:30,2019-12-17 15:43:32,2020-01-16 02:34:07,needs follow-up to confirm stellar parameters
144301273,376.01,,3,4,4,3,2,4,4,5,PC,,12.4502,0.006,,1,qlp,23:37:46.98,-42:57:58.99,35.442,0.031,-2.415,0.031,2458355.442993,0.00138,2.75161,0.00024,1.697,0.278,10.045942,0.008841,9209.980469,9209.980469,10.9759,1.15501,290.622986,1150,45,398.356,4.1875,5381.600098,285.100006,4.43,2,1.04,0.1,,,2,2018-10-03 02:14:37,2019-12-17 15:43:32,2020-01-16 02:34:07,
100014359,380.01,,3,4,4,3,1,4,4,5,PC,,13.5029,0.006,,1,qlp,01:33:07.34,-47:52:55.5,13.038,3.086,-6.011,3.086,2458354.381958,0.00069,0.50459,2E-05,1.339,0.12,19.162414,0.056428,17494.400391,17494.400391,10.2773,0.865441,6322.870117,2484,73,,,5227,166.800003,,,0.71,0.05,,,2,2018-10-03 02:14:37,2019-12-17 15:43:32,2020-01-16 02:34:07,
167418898,383.01,,3,5,5,3,2,4,4,5,PC,,10.2401,0.006,,1,qlp,06:38:26.3,-67:39:23.02,7.85,2,-51.7,2,2458335.772339,0.00124,10.98042,0.00025,1.729,0.307,3.417407,0.008652,3142.600098,3142.600098,10.334,0.574855,75.505402,821,39,204.207,,6077,72,4.25,0.12,1.68,0.04,-0.409232,0.0467469,4,2018-10-01 16:12:38,2019-12-17 15:43:32,2020-01-16 02:34:07,likely large planet on 167418903; this TIC ID is for a NPC (nearby Planet Candidate)
300810086,385.01,,3,5,5,3,2,4,4,5,PC,,9.0567,0.006,,1,qlp,07:47:15.23,-69:01:49.39,-56.531,0.16,72.945,0.166,2458326.06189,0.00173,0.66797,4E-05,0.769,0.241,0.556727,0.004839,512.632996,512.632996,9.08074,0.945348,23622.976562,3161.938477,15,262.782,6.5695,5070.600098,118.199997,3.5,0.38,3.65,0.17,,,2,2018-10-01 16:12:38,2019-12-17 15:43:31,2020-01-16 02:34:07,maybe not on target
238059180,386.01,,3,5,5,3,2,4,4,,PC,,10.0139,0.006,,1,qlp,06:56:33.21,-53:32:43.62,-3.617,0.06,10.127,0.066,2458356.213867,0.00392,5.112,0.00132,1.27,0.455,1.500764,0.008602,1381.300049,1381.300049,,,,,17,627.07,12.1405,8681,376.100006,4.1,1.42,,,,,2,2018-10-01 16:12:38,2019-12-17 15:43:38,2019-12-17 10:00:02,v-shaped; two stars about 1as separation in same pixel
422655579,388.01,,5,5,5,5,5,5,5,5,KP,KP,10.1638,0.007,,1,spoc,01:57:03.23,00:45:31.77,23.305,0.096,-7.093,0.086,2458413.143433,0.000853,2.903458,0.00019,5.047564,0.064912,5.069039,0.109951,4657.875977,4657.875977,15.617081,0.324283,2885.405029,1869.267456,27.757355,362.715,6.8525,6059,,3.92334,,2.26,,0.37,0.04,4,2019-01-16 19:24:30,2019-12-17 15:43:34,2020-01-16 02:34:07,WASP-71b
382391899,391.01,,5,5,5,5,5,5,5,5,KP,KP,11.0529,0.006,,1,spoc,02:54:45.14,-10:53:52.89,3.281,0.072,8.963,0.078,2458411.092896,0.000209,1.95512,2.7E-05,1.814349,0.014709,21.983399,0.138093,20043.855469,20043.855469,12.826544,0.07434,619.443115,1272.389526,158.094177,184.848,1.86,5400,,4.53926,,0.84,,0.13,0.03,4,2019-01-16 19:24:30,2019-12-17 15:43:34,2020-01-16 02:34:07,WASP-50b
29960109,393.01,,2,5,5,2,4,4,4,5,PC,,11.2003,0.007,,1,qlp,02:49:00.02,-14:32:15.53,174.42,0.061,45.414,0.065,2458411.669434,0.00298,2.49221,0.00061,1.605,0.221,1.318819,0.004038,1213.939941,1213.939941,2.17691,0.33658,68.127396,732.740479,12,37.8932,0.0513,3856,68,4.72,0.34,0.57,0.08,,,4,2019-01-16 19:24:30,2019-12-17 15:43:34,2020-01-16 02:34:07,may be on 29960110
178155732,396.01,,1,4,1,5,4,4,4,1,PC,CP,5.9053,0.006,,1,spoc,02:51:56.39,-30:48:50.62,123.229,0.07,105.788,0.151,2458415.634277,0.001447,5.97188,0.000771,2.812894,0.287702,0.343171,0.028256,316.022217,316.022217,2.372938,1.086509,407.8685,1146.171997,10.478373,31.964,0.0721,6308.310059,52.745098,4.438,,1.30484,0.118929,,,4,2019-01-16 19:24:30,2019-12-17 15:43:34,2020-01-16 02:34:07,follow-up in progress
178155732,396.02,,1,4,1,1,4,4,4,1,PC,CP,5.9053,0.006,,2,spoc,02:51:56.39,-30:48:50.62,123.229,0.07,105.788,0.151,2458412.774658,0.002032,3.586159,0.000501,2.718758,0.175932,0.220408,0.022259,202.983063,202.983063,1.980951,0.455593,805.061096,1358.554199,9.274522,31.964,0.0721,6308.310059,52.745098,4.438,,1.30484,0.118929,,,4,2019-01-31 17:54:49,2019-12-17 15:43:35,2020-01-16 02:34:07,second candidate in system; follow-up in progress
1129033,398.01,,5,5,5,5,5,5,5,5,KP,KP,9.62713,0.007,,1,spoc,02:28:37.33,-07:03:38.4,93.889,0.129,-1.567,0.207,2458410.984741,8.2E-05,1.360025,7E-06,2.156334,0.007497,17.932313,0.045775,16380.625,16380.625,12.20825,0.041732,1279.957153,1525.522461,348.148499,105.166,1.1955,5500,,4.48298,,0.95,,0.07,0.03,4,2019-01-16 19:24:30,2019-12-17 15:43:34,2020-01-16 02:34:07,WASP-77A b
35857242,400.01,,5,5,5,5,5,5,5,5,KP,KP,11.3161,0.008,,1,spoc,02:46:33.4,-00:27:50.85,11.247,0.07,-34.464,0.067,2458413.315186,0.000913,3.634653,0.000217,4.004575,0.068333,9.690197,0.172116,8885.291992,8885.291992,13.13634,0.230885,1047.621338,1451.011475,39.151089,414.234,7.513,6272,,4.25771,,1.36,,,,4,2019-01-16 19:24:30,2019-12-17 15:43:34,2020-01-16 02:34:07,WASP-138b
120896927,402.01,,4,5,5,5,4,4,4,3,PC,CP,8.3157,0.006,,1,spoc,02:27:28.29,-27:38:10.02,-73.59,0.057,-211.614,0.082,2458411.463501,0.00277,4.755833,0.000856,2.573288,0.314131,0.441054,0.0399,406.143097,406.143097,1.899079,0.759223,,,10.392367,44.8155,0.07055,5175.200195,23.617201,4.37657,0.066896,0.887665,0.080735,0.06,0.0212132,4,2019-01-16 19:24:30,2019-12-17 15:43:41,2019-12-17 10:00:02,
120896927,402.02,,1,5,5,1,4,4,4,4,KP,CP,8.3157,0.006,,2,spoc,02:27:28.29,-27:38:10.02,-73.59,0.057,-211.614,0.082,2458414.547607,0.002227,17.2148,0,2.048477,0.488976,0.661867,0.066898,609.416382,609.416382,2.210121,2.545252,38.380661,634.815979,10.660744,44.8155,0.07055,5175.200195,23.617201,4.37657,0.066896,0.887665,0.080735,0.06,0.0212132,4,2019-01-31 17:54:46,2019-12-17 15:43:34,2020-01-16 02:34:07,follow-up in progress
257567854,403.01,,5,5,5,5,5,5,5,5,KP,KP,11.185,0.007,,1,spoc,03:31:16.33,-23:49:11.25,1.771,0.071,-26.516,0.059,2458411.901611,0.000546,3.532822,0.000138,3.44312,0.046901,12.320676,0.149719,11283.619141,11283.619141,13.474905,0.184494,837.703369,1372.120728,88.358276,317.652,5.5425,6153,,4.34152,,1.25,,0.26,0.03,4,2019-01-16 19:24:29,2019-12-17 15:43:34,2020-01-16 02:34:07,WASP-22b
166833457,404.01,,5,5,5,5,5,5,5,5,KP,KP,12.3943,0.006,,1,spoc,03:53:42.96,-34:19:41.78,33.627,0.03,-12.405,0.038,2458413.166626,0.000463,2.962482,0.000103,1.931425,0.029495,30.91547,0.384344,28072.630859,28072.630859,13.280845,0.142448,310.356079,1070.495361,78.312546,281.742,1.6215,5473,,4.60845,,0.74,,,,4,2019-01-16 19:24:29,2019-12-17 15:43:34,2020-01-16 02:34:07,WASP-98b
153065527,406.01,,1,4,1,1,2,4,4,5,PC,,11.2828,0.007,,1,spoc,03:17:03.03,-42:14:38.94,41.675,0.055,-412.827,0.074,2458388.568359,0.002362,13.173838,0.001285,2.044853,0.465681,2.300945,0.20823,2117.004639,2117.004639,1.430284,0.736514,1.994074,303.078461,12.478295,31.0597,0.03405,3349,63,4.94138,0.395255,0.309,0.052,,,"3,4",2019-01-16 19:24:29,2019-12-17 15:43:34,2020-01-16 02:34:07,
100990000,411.01,,1,4,1,1,2,4,4,3,PC,,7.757,0.006,,1,spoc,03:39:16.69,-42:45:46.9,-51.664,0.044,-110.627,0.062,2458386.192017,0.002175,9.571576,0.000721,3.641579,0.312774,0.425407,0.029546,391.737915,391.737915,2.31812,0.776367,146.391052,887.15271,12.336212,62.7792,0.11585,6101,193,4.38774,0.262054,1.13529,0.125965,,,"3,4",2019-01-16 19:24:29,2019-12-17 15:43:38,2020-01-16 02:34:07,
100990000,411.02,,1,4,1,1,2,4,4,5,PC,,7.757,0.006,,2,spoc,03:39:16.69,-42:45:46.9,-51.664,0.044,-110.627,0.062,2458385.730713,0.00415,4.040051,0.000633,3.228516,0.316352,0.180672,0.017486,166.390793,166.390793,1.566935,0.545492,591.531067,1257.807373,8.785104,62.7792,0.11585,6101,193,4.38774,0.262054,1.13529,0.125965,,,"3,4",2019-02-08 18:54:05,2019-12-17 15:43:35,2020-01-16 02:34:07,
170634116,413.01,,5,5,5,5,5,5,5,5,KP,KP,9.6757,0.007,,1,spoc,04:25:29.02,-30:36:01.57,-0.369,0.047,2.623,0.06,2458412.892334,0.000216,3.662355,2.8E-05,3.758513,0.012933,13.5417,0.054646,12394.90918,12394.90918,17.802378,0.052899,1482.475708,1582.583496,246.08461,246.69,1.807,6600,,4.20892,,1.53,,0.19,0.1,"4,5",2019-01-16 19:24:29,2019-12-17 15:43:34,2020-01-16 02:34:07,WASP-79b
152476657,415.01,,5,5,5,5,5,5,5,5,KP,KP,10.5831,0.006,,1,spoc,04:10:27.86,-45:53:53.68,2.379,0.035,-6.511,0.045,2458411.729004,0.000673,3.611175,7.7E-05,3.518394,0.045751,6.090244,0.086888,5593.619141,5593.619141,14.958986,0.166434,2048.362549,1715.81897,54.304771,381.174,3.2035,6450,,4.03776,,1.87,,,,"4,5",2019-01-16 19:24:28,2019-12-17 15:43:34,2020-01-16 02:34:07,
178284730,418.01,,5,5,5,5,5,5,5,5,KP,KP,10.3074,0.006,,1,spoc,04:01:32.53,-20:27:03.6,-18.665,0.051,20.276,0.052,2458412.697266,0.000139,2.235982,1E-05,1.522777,0.007637,21.082746,0.142386,19230.613281,19230.613281,13.884701,0.080584,496.466064,1203.904785,231.780991,117.598,0.5975,5260,,4.51363,,0.87,,,,"4,5",2019-01-16 19:24:28,2019-12-17 15:43:34,2020-01-16 02:34:07,WASP 140b; this planet contaminates 178284729 in spoc-s01s06-b02
94986319,421.01,,1,4,1,5,4,4,4,5,PC,,9.2711,0.006,,1,spoc,05:27:24.79,-14:16:36.27,-35.687,0.046,50.45,0.064,2458440.131104,0.000789,16.068918,0.000422,2.682681,0.069954,3.217076,0.065166,2958.651367,2958.651367,6.445067,6.447638,74.824875,750.12085,47.177959,74.7969,0.2035,5718,189,4.35658,2.00367,1.10966,1.10966,,,"5,6",2019-01-31 16:53:30,2019-12-17 15:43:34,2020-01-16 02:34:07,follow up in progress
117979455,422.01,,3,5,5,3,2,4,4,5,PC,,8.96,0.006,,1,qlp,04:47:12.67,-17:15:12.12,-79.995,0.04,-68.198,0.05,2458438.297852,0.00192,0.63322,7E-05,0.576,0.151,1.231619,0.017646,1133.719971,1133.719971,5.30602,0.732131,782.879028,1473,11,124.504,0.5945,5795.100098,195,4.34,2,1.43,0.1,,,5,2019-01-31 16:53:31,2019-12-17 15:43:34,2020-01-16 02:34:07,needs SG1 to check if target is this star or 117979850
43647325,423.01,,5,5,5,5,5,5,5,5,KP,KP,10.4408,0.006,,1,qlp,05:04:19.65,-06:13:47.21,20.664,0.064,10.822,0.056,2458440.123169,0.00023,3.16164,6E-05,3.067,0.042,18.017504,0.00063,16457.800781,16457.800781,15.9255,0.843186,651.247009,1407,329,202.218,1.6835,5904,156.800003,4.39,,1.13,0.06,-0.05,0.05,5,2019-01-31 16:53:31,2019-12-17 15:43:34,2020-01-16 02:34:07,WASP-35b
117979694,424.01,,1,4,1,4,4,4,4,3,PC,,10.5094,0.006,,1,qlp,04:47:41.11,-17:44:42.02,-13.762,0.036,19.567,0.044,2458438.721069,0.00317,0.99114,0.00024,1.623,0.244,0.717619,0.001623,660.732971,660.732971,2.06229,0.11105,1514.77002,1738,16,103.69,0.3405,5103,63.5,4.62,0.32,0.73,0.02,,,5,2019-01-31 16:53:30,2019-12-17 15:43:34,2020-01-16 02:34:07,
189013224,426.01,,1,4,1,4,2,1,4,5,PC,,9.59689,0.006,,1,qlp,05:16:24.53,-15:30:36.87,5.456,0.052,-25.589,0.062,2458438.529053,0.0063,1.3208,0.00061,1.598,0.312,0.449965,0.001844,414.346985,414.346985,2.24524,0.166471,1237.310059,1652,12,113.59,0.425,5672.399902,106.5,4.49,0.26,1,0.04,,,5,2019-01-31 16:53:30,2019-12-17 15:43:34,2020-01-16 02:34:07,two stars in the same pixel; target could also be 189013222; need SG1
259592689,429.01,,3,5,5,3,4,4,4,5,PC,,10.1672,0.006,,1,qlp,04:51:54.55,-53:49:46.65,49.861,0.044,223.713,0.054,2458395.229614,0.02002,14.8042,0.00643,9.528,0.539,8.201793,0.002617,7525.669922,7525.669922,9.33426,0.365245,229.345993,1084,124,120.218,0.3105,5160.700195,90.5,4.45,2,0.98,0.03,,,"3,4,5",2019-01-31 16:53:30,2019-12-17 15:43:38,2020-01-16 02:34:07,single transit; use Tc of 1395.229 from table
31374837,431.01,,1,4,1,4,4,2,4,1,PC,,8.1705,0.006,,1,qlp,05:33:04.62,-26:43:25.93,16.804,0.039,150.766,0.048,2458440.631348,0.00096,12.45941,0.0008,3.353,0.465,2.227239,0.001208,2049.26001,2049.26001,3.86782,0.192989,50.187302,741,58,32.5686,0.03115,4771,107.5,4.41,0.22,0.78,0.03,0.02,0.08,"5,6",2019-01-31 16:53:30,2019-12-17 15:43:34,2020-01-16 02:34:07,
31374837,431.02,,1,4,1,1,4,4,4,1,PC,,8.1705,0.006,,2,spoc,05:33:04.62,-26:43:25.93,16.804,0.039,150.766,0.048,2458438.379761,0.000492,0.490058,1E-05,1.093198,0.059635,0.339366,0.01234,312.518555,312.518555,1.419494,0.697035,3120.328613,1906.206055,24.186544,32.5686,0.03115,4771,107.5,4.41,0.22,0.802493,0.090301,0.02,0.08,"5,6",2019-02-26 17:36:46,2019-12-17 15:43:35,2020-01-16 02:34:07,
188989177,433.01,,3,4,3,4,2,4,4,5,PC,,9.1414,0.008,,1,qlp,05:15:06.82,-15:06:01.67,-2.243,0.061,-1.801,0.068,2458438.299194,0.00045,1.17409,4E-05,1.701,0.047,16.587676,0.765285,15161.700195,15161.700195,50.445599,11.0935,27221.5,3578,101,547.126,12.5735,7765.200195,167.899994,3.74,0.57,3.72,0.16,,,5,2019-01-31 16:53:31,2019-12-17 15:43:35,2020-01-16 02:34:07,secondary eclipse; two stars in the same pixel; depth is 3.6 ppt
78055054,434.01,,5,5,5,5,5,5,5,5,KP,KP,12.8461,0.007,,1,spoc,05:22:09.18,-30:58:14.94,8.704,0.025,4.327,0.025,2458439.249878,0.000485,4.388721,7.8E-05,3.046566,0.041882,28.697548,0.262103,26085.166016,26085.166016,14.683163,14.684263,209.933243,970.822998,94.447517,362.273,2.2455,5175,182,4.46488,2.00365,0.90834,0.90834,,,"5,6",2019-01-31 16:53:30,2019-12-17 15:43:34,2020-01-16 02:34:07,
44647437,435.01,,1,4,1,1,2,4,4,4,PC,,12.9383,0.006,,1,spoc,03:57:38.54,-25:11:23.78,15.304,0.027,9.061,0.031,2458411.843872,0.002944,3.353062,0.000301,1.957545,0.412873,4.071565,0.305727,3743.0271,3743.0271,6.05263,2.895824,116.604416,838.105103,12.083445,165.285,0.549,3978,165,4.438,,1,,,,"4,5",2019-01-31 16:53:30,2019-12-17 15:43:34,2020-01-16 02:34:07,
32499655,437.01,,5,5,5,5,5,5,5,5,KP,KP,13.5452,0.008,,1,spoc,05:37:18.42,-27:58:21.27,-2.16,0.026,0.255,0.029,2458440.25769,0.001084,2.744062,9.3E-05,1.172154,0.14571,16.393317,0.684411,14985.387695,14985.387695,12.127396,1.837346,339.363037,1094.676758,23.322733,446.035,3.2185,4860,171,4.438,,1,,,,"5,6",2019-01-31 16:53:31,2019-12-17 15:43:35,2020-01-16 02:34:07,
468880077,438.01,,1,4,1,5,4,2,4,5,PC,,9.4464,0.006,,1,qlp,03:46:01.13,09:59:25.08,101.802,0.088,-18.128,0.059,2458441.056152,0.00628,5.8076,0.00281,1.802,0.405,0.974682,0.003101,897.312012,897.312012,2.67609,0.178971,65.339897,792,10,72.4646,0.2504,5175,93,,,0.81,0.03,0.149,0.02,5,2019-01-31 16:53:30,2019-12-17 15:43:34,2020-01-16 02:34:07,need SG1 to check star 468880075
13021029,439.01,,5,5,5,5,5,5,5,5,KP,KP,11.7231,0.007,,1,qlp,05:01:11.92,-26:03:14.92,0.495,0.029,3.169,0.043,2458439.123657,0.00094,3.85605,0.00024,3.918,0.176,9.042834,0.001427,8294.169922,8294.169922,13.2686,0.467783,1114.640015,1609,85,488.66,5.497,6407,105.800003,4.26,,1.32,0.04,-0.123681,0.0694451,5,2019-01-31 16:53:31,2019-12-17 15:43:34,2020-01-16 02:34:07,WASP-61b
70899085,442.01,,1,4,4,5,4,1,4,1,PC,,10.7329,0.007,,1,qlp,04:16:45.65,-12:05:05.51,49.766,0.044,-197.253,0.034,2458438.385498,0.00064,4.05203,0.00016,1.299,0.053,5.266707,0.002672,4839.069824,4839.069824,3.8945,0.164832,18.5809,578,55,52.616,0.11525,4100.600098,72.5,4.72,0.34,0.51,0.02,,,5,2019-01-31 16:53:30,2019-12-17 15:43:34,2020-01-16 02:34:07,
117979897,443.01,,5,5,5,5,5,5,5,5,KP,KP,12.0682,0.006,,1,qlp,04:47:17.86,-17:06:54.62,7.532,0.034,-1.95,0.044,2458439.872437,0.00106,3.3106,0.00025,3.589,0.135,8.550234,0.002276,7844.129883,7844.129883,13.2692,0.548937,905.473022,1528,71,516.543,8.5035,5928,114.400002,4.26,,1.36,0.05,,,5,2019-01-31 16:53:30,2019-12-17 15:43:34,2020-01-16 02:34:07,WASP-141b
179034327,444.01,,1,4,1,1,4,4,4,2,PC,,9.0567,0.006,,1,spoc,04:16:44.16,-26:45:59.07,-25.83,0.035,-116.428,0.045,2458417.604126,0.001868,17.96347,0.001435,3.895213,0.193377,1.397295,0.100663,1286.12854,1286.12854,3.053783,0.725682,27.357399,583.295288,12.197445,57.3973,0.0827,5229,183,4.55429,0.424663,0.826425,0.168012,,,"4,5",2019-01-31 16:53:30,2019-12-17 15:43:34,2020-01-16 02:34:07,
1528696,448.01,,3,5,5,3,1,4,4,5,PC,,13.1686,0.006,,1,qlp,05:03:10.89,-30:23:58.06,-9.339,0.025,-21.995,0.026,2458438.40564,0.00109,0.88202,7E-05,0.58,0.093,42.184783,2.549966,38108.5,38108.5,14.0903,3.54534,421.196014,1262,33,308.262,1.4125,4975,104.099998,4.54,0.26,0.66,0.03,,,5,2019-01-31 16:53:31,2019-12-17 15:43:34,2020-01-16 02:34:07,depth is 8 ppt
139528693,449.01,,5,5,5,5,5,5,5,5,KP,KP,11.8282,0.007,,1,qlp,04:15:01.5,-22:06:59,-0.463,0.042,6.424,0.044,2458440.376709,0.00075,2.17542,0.00014,4.64,0.066,7.477368,0.000723,6863.25,6863.25,18.3116,0.451173,4446.859863,2275,93,754.258,16.7375,6316.5,72.900002,4.1,,2.01,0.05,-0.07,0.05,5,2019-01-31 16:53:30,2019-12-17 15:43:34,2020-01-16 02:34:07,WASP-78b
257605131,451.01,,1,4,1,1,2,4,4,4,PC,,10.2666,0.006,,1,qlp,04:11:51.93,-37:56:23.03,-11.167,0.039,12.375,0.054,2458416.624512,0.00447,8.18554,0.00177,4.436,1.068,2.014192,0.008662,1853.420044,1853.420044,3.95155,0.689999,39.650887,640.004395,15,123.739,0.385,5530.200195,520.299988,4.53,0.28,0.83,0.14,,,"4,5",2019-01-31 16:53:30,2019-12-17 15:43:34,2020-01-16 02:34:07,may also be 2x period
139733308,452.01,,5,5,5,5,5,5,5,5,KP,KP,11.9012,0.006,,1,qlp,04:28:53.48,-21:28:55.4,-0.026,0.036,-22.048,0.04,2458441.132568,0.00141,4.76407,0.00049,3.079,0.282,12.488023,0.007013,11436,11436,10.359,0.569981,227.701004,1082,70,246.384,1.7305,5220.100098,129,4.53,,0.88,0.04,,,5,2019-01-31 16:53:30,2019-12-17 15:43:34,2020-01-16 02:34:07,HATS-5b
452808876,453.01,,5,5,5,5,5,5,5,5,KP,KP,9.538961,0.006,,1,qlp,04:50:38.54,01:53:37.81,-16.151,0.064,-18.866,0.044,2458438.96582,0.0004,2.70582,8E-05,4.968,0.031,6.97136,0.000117,6400.290039,6400.290039,19.743601,1.02609,2836.679932,2033,205,275.664,3.0885,6087.100098,160,3.97,,2.24,0.12,0.152,0.014,5,2019-01-31 16:53:30,2019-12-17 15:43:34,2020-01-16 02:34:07,WASP-82b
153077621,454.01,,1,4,1,1,2,4,4,4,PC,,9.441,0.037,,1,spoc,03:18:38.73,-42:38:31.5,-47.842,0.049,6.157,0.055,2458396.138306,0.002652,18.082556,0.001591,2.280524,0.095775,9.410908,0.571191,8630.30957,8630.30957,3.344451,0.894839,1.205262,267.233032,28.491219,78.96063,2.51953,3321,117,4.95373,0.559906,0.296,0.07,,,"3,4",2019-01-31 17:54:47,2019-12-17 15:43:34,2020-01-16 02:34:07,
98796344,455.01,,1,4,1,4,4,4,4,1,PC,CP,8.84294,0.008,,1,spoc,03:01:50.99,-16:35:40.18,-369.196,0.14,-268.51,0.147,2458412.70874,0.00091,5.358807,0.000351,1.364837,0.188153,2.715649,0.182642,2498.079346,2498.079346,1.368307,0.364177,7.379879,420.370331,13.6348,6.86929,0.003805,3562,83,4.97389,0.060229,0.271,0.008,,,4,2019-01-31 17:54:46,2019-12-17 15:43:34,2020-01-16 02:34:07,two stars on the same pixel; could also be 98796342
